lon,lat
1.799999999999999933e-01,8.162500000000000311e-01
8.100000000000000533e-01,4.774999999999999800e-01
8.725000000000000533e-01,1.837499999999999967e-01
3.737500000000000266e-01,9.074999999999999734e-01
9.449999999999999512e-01,9.937500000000000222e-01
3.687500000000000222e-01,7.237500000000000044e-01
7.499999999999999722e-02,1.474999999999999922e-01
4.050000000000000266e-01,8.599999999999999867e-01
7.225000000000000311e-01,7.750000000000000222e-01
2.874999999999999778e-01,5.174999999999999600e-01
2.999999999999999889e-02,5.000000000000000104e-03
2.362499999999999878e-01,8.100000000000000533e-01
2.424999999999999933e-01,9.649999999999999689e-01
9.699999999999999734e-01,8.612499999999999600e-01
7.237500000000000044e-01,3.850000000000000089e-01
3.950000000000000178e-01,6.262499999999999734e-01
4.000000000000000083e-02,2.362499999999999878e-01
4.600000000000000200e-01,8.037499999999999645e-01
1.325000000000000067e-01,8.024999999999999911e-01
2.712499999999999911e-01,9.662500000000000533e-01
8.675000000000000488e-01,7.249999999999999778e-01
9.849999999999999867e-01,1.524999999999999967e-01
1.900000000000000022e-01,1.575000000000000011e-01
3.574999999999999845e-01,7.850000000000000311e-01
4.112500000000000044e-01,5.875000000000000222e-01
8.824999999999999512e-01,2.225000000000000033e-01
8.249999999999999556e-01,7.587500000000000355e-01
3.275000000000000133e-01,3.562500000000000111e-01
2.750000000000000222e-01,1.762499999999999900e-01
2.912500000000000089e-01,9.937500000000000222e-01
6.999999999999999556e-01,3.362499999999999933e-01
1.237499999999999989e-01,6.737499999999999600e-01
7.687500000000000444e-01,7.987499999999999600e-01
5.762500000000000400e-01,9.174999999999999822e-01
8.312500000000000444e-01,6.175000000000000488e-01
1.712500000000000133e-01,9.350000000000000533e-01
6.800000000000000488e-01,3.637500000000000178e-01
6.124999999999999889e-02,3.637500000000000178e-01
3.537500000000000089e-01,6.999999999999999556e-01
4.899999999999999911e-01,4.050000000000000266e-01
8.687500000000000222e-01,9.387499999999999734e-01
4.699999999999999734e-01,2.862500000000000044e-01
1.174999999999999933e-01,6.112499999999999600e-01
8.125000000000000278e-02,7.399999999999999911e-01
2.424999999999999933e-01,9.124999999999999778e-01
2.875000000000000125e-02,6.637499999999999512e-01
2.537499999999999756e-01,9.725000000000000311e-01
6.712500000000000133e-01,8.087499999999999689e-01
2.237500000000000044e-01,6.937499999999999778e-01
4.262500000000000178e-01,8.562499999999999556e-01
6.625000000000000333e-02,8.612499999999999600e-01
6.037500000000000089e-01,3.074999999999999956e-01
9.887500000000000178e-01,4.575000000000000178e-01
8.387499999999999956e-01,5.862500000000000488e-01
4.237500000000000155e-01,6.337500000000000355e-01
2.687499999999999889e-01,8.312500000000000444e-01
3.387499999999999956e-01,4.624999999999999944e-02
4.050000000000000266e-01,4.062500000000000000e-01
2.424999999999999933e-01,1.612500000000000044e-01
9.849999999999999867e-01,8.862499999999999822e-01
6.762500000000000178e-01,9.587499999999999911e-01
7.187500000000000000e-01,9.200000000000000400e-01
4.149999999999999800e-01,9.137499999999999512e-01
7.187500000000000000e-01,9.499999999999999556e-01
4.387499999999999734e-01,6.750000000000000444e-01
3.087500000000000244e-01,6.500000000000000222e-02
7.524999999999999467e-01,8.225000000000000089e-01
7.762499999999999956e-01,5.062499999999999778e-01
5.562500000000000222e-01,7.712499999999999911e-01
4.824999999999999845e-01,7.249999999999999778e-01
5.412500000000000089e-01,3.325000000000000178e-01
5.625000000000000139e-02,2.074999999999999900e-01
8.362500000000000488e-01,8.012500000000000178e-01
1.362500000000000100e-01,6.025000000000000355e-01
6.049999999999999822e-01,8.024999999999999911e-01
4.387499999999999734e-01,3.975000000000000200e-01
7.012500000000000400e-01,8.662499999999999645e-01
2.225000000000000033e-01,8.312500000000000444e-01
5.799999999999999600e-01,8.487500000000000044e-01
1.812499999999999944e-01,7.812500000000000000e-01
7.225000000000000311e-01,2.037499999999999867e-01
2.887500000000000067e-01,8.800000000000000044e-01
3.950000000000000178e-01,7.650000000000000133e-01
7.162500000000000533e-01,2.424999999999999933e-01
3.624999999999999750e-02,7.299999999999999822e-01
7.375000000000000444e-01,8.024999999999999911e-01
7.749999999999999944e-02,2.987500000000000155e-01
7.562499999999999778e-01,8.000000000000000444e-01
8.999999999999999667e-02,4.137500000000000067e-01
6.625000000000000333e-02,1.237499999999999989e-01
8.599999999999999867e-01,7.974999999999999867e-01
2.162499999999999978e-01,6.099999999999999867e-01
4.212500000000000133e-01,7.537500000000000311e-01
2.099999999999999922e-01,8.375000000000000222e-01
1.287500000000000033e-01,4.337500000000000244e-01
7.049999999999999600e-01,8.950000000000000178e-01
4.099999999999999756e-01,7.225000000000000311e-01
5.150000000000000133e-01,4.699999999999999734e-01
8.887500000000000400e-01,6.999999999999999556e-01
5.912500000000000533e-01,2.750000000000000222e-01
2.637499999999999845e-01,7.125000000000000222e-01
5.750000000000000250e-02,1.650000000000000078e-01
8.125000000000000000e-01,2.087499999999999911e-01
2.174999999999999989e-01,2.575000000000000067e-01
4.425000000000000044e-01,3.975000000000000200e-01
9.687500000000000000e-01,2.424999999999999933e-01
3.300000000000000155e-01,5.200000000000000178e-01
5.937500000000000000e-01,1.987500000000000100e-01
4.849999999999999867e-01,1.750000000000000167e-02
4.124999999999999778e-01,6.374999999999999556e-01
2.750000000000000014e-02,5.874999999999999667e-02
3.737500000000000266e-01,6.750000000000000444e-02
8.037499999999999645e-01,1.874999999999999931e-02
9.487499999999999822e-01,4.675000000000000266e-01
9.337499999999999689e-01,5.100000000000000089e-01
3.674999999999999933e-01,9.549999999999999600e-01
9.562500000000000444e-01,8.249999999999999556e-01
7.900000000000000355e-01,2.525000000000000022e-01
6.700000000000000400e-01,9.162500000000000089e-01
3.187499999999999778e-01,7.524999999999999467e-01
8.437500000000000000e-01,7.700000000000000178e-01
7.499999999999999722e-02,8.762499999999999734e-01
2.750000000000000222e-01,3.062500000000000222e-01
8.499999999999999778e-01,6.099999999999999867e-01
8.037499999999999645e-01,8.974999999999999645e-01
7.950000000000000400e-01,5.837499999999999911e-01
7.937499999999999556e-01,8.699999999999999956e-01
4.137500000000000067e-01,7.212499999999999467e-01
8.325000000000000178e-01,2.037499999999999867e-01
4.249999999999999889e-01,2.074999999999999900e-01
3.524999999999999800e-01,8.412500000000000533e-01
4.149999999999999800e-01,2.025000000000000133e-01
5.162499999999999867e-01,8.712499999999999689e-01
8.874999999999999556e-01,6.125000000000000444e-01
5.212499999999999911e-01,9.675000000000000266e-01
2.974999999999999867e-01,2.374999999999999889e-01
5.137500000000000400e-01,7.075000000000000178e-01
7.950000000000000400e-01,9.637499999999999956e-01
4.849999999999999867e-01,3.587500000000000133e-01
1.887500000000000011e-01,3.624999999999999750e-02
5.212499999999999911e-01,6.912500000000000311e-01
8.749999999999999445e-02,9.750000000000000333e-02
2.824999999999999734e-01,8.762499999999999734e-01
2.162499999999999978e-01,8.137499999999999734e-01
6.899999999999999467e-01,2.999999999999999889e-01
3.975000000000000200e-01,8.137499999999999734e-01
2.500000000000000139e-02,7.249999999999999500e-02
3.549999999999999822e-01,7.500000000000000000e-01
1.712500000000000133e-01,7.000000000000000666e-02
7.499999999999999722e-02,5.600000000000000533e-01
7.249999999999999778e-01,4.037499999999999978e-01
7.499999999999999722e-03,7.600000000000000089e-01
5.050000000000000044e-01,7.187500000000000000e-01
8.725000000000000533e-01,6.562500000000000000e-01
3.925000000000000155e-01,6.487500000000000488e-01
3.950000000000000178e-01,6.862500000000000266e-01
8.024999999999999911e-01,8.525000000000000355e-01
7.325000000000000400e-01,8.024999999999999911e-01
6.175000000000000488e-01,2.025000000000000133e-01
6.500000000000000222e-01,6.812500000000000222e-01
6.175000000000000488e-01,5.999999999999999778e-01
5.662500000000000311e-01,8.987500000000000488e-01
7.499999999999999722e-02,6.025000000000000355e-01
4.612499999999999933e-01,1.987500000000000100e-01
3.387499999999999956e-01,7.700000000000000178e-01
8.999999999999999667e-02,4.425000000000000044e-01
3.099999999999999978e-01,2.974999999999999867e-01
2.600000000000000089e-01,9.087499999999999467e-01
3.937499999999999889e-01,5.612500000000000266e-01
3.225000000000000089e-01,5.300000000000000266e-01
1.125000000000000028e-01,4.425000000000000044e-01
3.837499999999999800e-01,4.650000000000000244e-01
1.637500000000000067e-01,8.062500000000000222e-01
4.962500000000000244e-01,3.574999999999999845e-01
2.125000000000000153e-02,2.162499999999999978e-01
1.124999999999999958e-02,5.249999999999999806e-02
2.550000000000000044e-01,8.425000000000000266e-01
2.874999999999999778e-01,3.112500000000000266e-01
2.575000000000000067e-01,9.062500000000000000e-01
8.562499999999999556e-01,6.262499999999999734e-01
7.624999999999999833e-02,4.562499999999999889e-01
9.662500000000000533e-01,3.150000000000000022e-01
6.999999999999999556e-01,2.237500000000000044e-01
7.124999999999999389e-02,5.000000000000000000e-01
2.949999999999999845e-01,9.024999999999999689e-01
6.837499999999999689e-01,8.100000000000000533e-01
3.750000000000000000e-01,7.025000000000000133e-01
6.912500000000000311e-01,3.599999999999999867e-01
7.362499999999999600e-01,2.212500000000000022e-01
4.650000000000000244e-01,4.500000000000000111e-01
9.375000000000000000e-02,3.350000000000000200e-01
7.774999999999999689e-01,8.687500000000000222e-01
5.337499999999999467e-01,3.225000000000000089e-01
8.749999999999999445e-02,2.787499999999999978e-01
7.812500000000000000e-01,5.537499999999999645e-01
6.712500000000000133e-01,4.987500000000000266e-01
8.912499999999999867e-01,1.224999999999999978e-01
5.312500000000000000e-01,8.299999999999999600e-01
5.949999999999999734e-01,4.824999999999999845e-01
8.837500000000000355e-01,1.325000000000000067e-01
2.337500000000000133e-01,9.512500000000000400e-01
7.249999999999999778e-01,3.099999999999999978e-01
2.250000000000000056e-01,9.987500000000000266e-01
3.875000000000000111e-01,7.487500000000000266e-01
5.474999999999999867e-01,1.612500000000000044e-01
3.887499999999999845e-01,7.612499999999999822e-01
1.625000000000000056e-01,7.262499999999999512e-01
7.624999999999999833e-02,8.987500000000000488e-01
5.050000000000000044e-01,2.062499999999999889e-01
7.487500000000000266e-01,6.837499999999999689e-01
8.737500000000000266e-01,7.412499999999999645e-01
8.800000000000000044e-01,1.237499999999999989e-01
6.087500000000000133e-01,9.100000000000000311e-01
7.000000000000000666e-02,1.524999999999999967e-01
2.974999999999999867e-01,8.137499999999999734e-01
3.462500000000000022e-01,8.912499999999999867e-01
8.399999999999999689e-01,7.475000000000000533e-01
8.199999999999999512e-01,7.399999999999999911e-01
8.962499999999999911e-01,5.187500000000000444e-01
9.362500000000000266e-01,8.325000000000000178e-01
8.237499999999999822e-01,7.937499999999999556e-01
4.187500000000000111e-01,8.362500000000000488e-01
4.025000000000000244e-01,5.649999999999999467e-01
1.062499999999999972e-01,4.512499999999999845e-01
2.862500000000000044e-01,5.725000000000000089e-01
9.887500000000000178e-01,8.225000000000000089e-01
5.000000000000000278e-02,1.387500000000000122e-01
8.462499999999999467e-01,4.274999999999999911e-01
8.100000000000000533e-01,6.099999999999999867e-01
4.412499999999999756e-01,7.025000000000000133e-01
7.887499999999999512e-01,8.937500000000000444e-01
5.987500000000000044e-01,2.537499999999999756e-01
5.024999999999999467e-01,9.812499999999999556e-01
2.687499999999999889e-01,6.624999999999999778e-01
3.712500000000000244e-01,5.212499999999999911e-01
1.400000000000000133e-01,1.375000000000000111e-01
3.937499999999999889e-01,7.099999999999999645e-01
1.087499999999999994e-01,4.400000000000000022e-01
2.787499999999999978e-01,9.212500000000000133e-01
1.125000000000000028e-01,5.024999999999999467e-01
7.000000000000000666e-02,4.349999999999999978e-01
6.975000000000000089e-01,6.487500000000000488e-01
8.912499999999999867e-01,6.537500000000000533e-01
2.125000000000000153e-02,5.775000000000000133e-01
1.675000000000000100e-01,2.000000000000000042e-02
5.675000000000000044e-01,3.749999999999999861e-02
4.137500000000000067e-01,4.799999999999999822e-01
3.112500000000000266e-01,7.924999999999999822e-01
